image_id;seg_image_path;seg_overlay_image_path;mask_path;broken_damaged_pavement_road;building;car;door;fence;mountain;overhead_cable;person;road;sidewalk;sky;streetlight;tree;wall;bench;garbage_bag;grass;ground;palm;path;floor;graffiti;pole;trashcan;truck;plant;broken_damaged_bricks_wall;van;bicycle;signboard;stairs;flowerpot;bridge;box;car_taxi;house;field;hill;railing;bus;poster;ashcan;bulletin;motorcycle;animal;handrail;rock;awning;garbage_box;pedestal;bag;stairway;trade;sea;steps;kiosk;stoplight;homeless;water;sand;fan;tank;stand;column;damaged_traffic_sign;clock;grandstand;stadium;sculpture;lake;table;fountain;boat;ceiling;chair;flag;television;tent;light;car_police;windowpane;lamp;sofa;sofa_pillow;basket;river;plaything;armchair;ship;airplane;tower;conveyor;bottle;vitrine;shack;land;pier;broken_window;skyscraper;flower;ball;sink;swimming_pool;shelf;billiard;carpet;curtain;mirror
50f5ea5bfdc9f065f0007ab0;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab0.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab0.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab0.pkl;5.405;5.7675;1.295;0.8616666666666667;4.035833333333334;0.005833333333333334;5.37;0.005833333333333334;29.1275;3.6975000000000002;27.408333333333335;0.24166666666666667;16.7775;0.0008333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab1;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab1.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab1.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab1.pkl;0.0;6.805;7.540833333333333;0.0;0.9016666666666666;0.0;0.0;0.7008333333333333;6.193333333333333;5.441666666666666;7.155833333333334;0.0;40.5775;0.0;0.020833333333333336;0.31666666666666665;21.343333333333334;0.2733333333333333;0.43166666666666664;2.2975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab2;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab2.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab2.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab2.pkl;0.0;19.880833333333335;0.27166666666666667;3.8866666666666667;0.0;0.0;4.291666666666667;0.0;15.954166666666666;10.595833333333333;33.57;0.0;4.863333333333333;2.5875;0.0;0.0;0.0;0.15083333333333332;0.0;0.0;0.006666666666666667;1.1741666666666666;1.1875;1.5791666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab3;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab3.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab3.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab3.pkl;0.0;1.1641666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.571666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.4216666666666666;0.0;0.0;0.0;0.0;0.0;0.0;87.8425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab4;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab4.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab4.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab4.pkl;0.0;39.91666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0666666666666666;1.6758333333333333;36.880833333333335;0.0;0.0141666666666666;6.003333333333334;0.0;0.0;0.0;0.0;14.546666666666669;0.0;0.0;0.0;0.0;0.0;0.0;0.8958333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab5;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab5.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab5.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab5.pkl;0.0;3.2408333333333332;0.1625;0.0;1.1075;0.0;0.7566666666666667;0.0;11.8925;0.0;31.474999999999998;0.13583333333333333;0.0;43.943333333333335;0.0;0.21583333333333332;0.0;0.0;0.0;0.0;0.0;1.3808333333333334;0.0;0.0;0.0;0.0;5.6883333333333335;0.0008333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab6;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab6.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab6.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab6.pkl;1.5891666666666664;39.49666666666667;0.0;0.0;0.0;0.0;0.4925;0.02916666666666667;11.360833333333334;11.930833333333334;31.944166666666668;0.0;0.19499999999999998;0.0;0.0;0.0;0.0;0.0;1.3575;0.0;0.0;0.0;0.45999999999999996;1.0991666666666666;0.0;0.0;0.0;0.0;0.045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab7;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab7.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab7.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab7.pkl;0.0;0.3766666666666667;0.4508333333333333;0.0;0.0;0.011666666666666667;0.0;0.0;31.02916666666667;1.0258333333333334;40.27333333333333;0.0;9.417499999999999;1.0675000000000001;0.0;0.6675;14.118333333333332;0.30333333333333334;0.0;0.0;0.0;0.0;0.6383333333333334;0.0;0.265;0.0;0.0;0.0;0.0;0.35500000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab8;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab8.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab8.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab8.pkl;0.8383333333333333;31.784166666666668;1.0533333333333335;0.0;0.0;0.41833333333333333;6.3808333333333325;0.0;18.253333333333334;14.170833333333333;21.999166666666667;0.0;3.5966666666666667;0.009166666666666667;0.0;0.0;0.0;0.018333333333333333;0.0;0.0;0.0;0.09583333333333333;0.0725;0.4575;0.0;0.37833333333333335;0.2225;0.0;0.0;0.0;0.25083333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50f5ea5bfdc9f065f0007ab9;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images/50f5ea5bfdc9f065f0007ab9.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/segmented_images_overlay/50f5ea5bfdc9f065f0007ab9.png;/media/felipe/DATA14/github/FGV/PlacePulse/data/pp2/scene_parsers/UrbanStreetDisorder/Rio De Janeiro/masks/50f5ea5bfdc9f065f0007ab9.pkl;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.514166666666668;0.0;14.260833333333334;19.480833333333333;0.0;0.0;0.0;0.0008333333333333334;0.0;0.0;18.605;8.845833333333333;0.0;0.0;0.0;14.376666666666665;0.0;0.0;0.0;0.0;0.0;3.9158333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
